(Did) she swam?,1416766939,1416766939,3,3,
(Did) she swam? - (Did)n't she swim? - She didn't swim,1390155574,1384083881,2,1,
(Did) they give you a reason ?,1399145595,0,2,0,
(Did) they give you a reason?,1428351400,0,2,0,
(Did) you drink some tea?,1416766939,1416766939,3,3,
(Did) you see my sister get off the train?,1411925791,1411925791,2,2,
(Did) you see the cashier give them their cheque?,1385302862,0,1,0,
(Did) you(f) go to Australia for business - No\; I(f) went there on holiday,1392286344,1392286344,1,1,
(Did) you(tu) ate it?,1390579035,1390579035,2,2,
(Did) you(tu) buy a car? Yes\; I bought one,1391505133,0,2,0,
(Did) you(tu) do her(to you)?,1390155574,1384079124,3,1,
(Did) you(tu) eat?,1386199385,1386199385,1,1,
(Did) you(tu) forget to pay this electricity *this* month?,1393624016,0,1,0,
(Did) you(tu) get dressed?,1390491659,1384175197,2,1,
(Did) you(tu) got dressed alone?,1386201042,1386201042,1,1,
(Did) you(tu) got out of it? (expr.),1424559205,1424559205,1,1,
(Did) you(tu) know her?,1391618207,1391618207,1,1,
(Did) you(tu) not eat it there?,1390155574,1384085749,2,1,
(Did) you(tu) not eat it?,1385310078,1385310078,1,1,
(Did) you(tu) not eat?,1408775826,1408775826,2,2,
(Did) you(tu) not get dressed?,1428351400,0,4,0,
(Did) you(tu) put the boxes in the cupboard ?,1387321987,1387321987,3,3,
(Did) you(tu) read the books I bought?,1386545545,1386545545,2,1,
(Did) you(tu) tell Marie to do the ironing?,1384557321,1380867475,2,1,
(Did)n't he eat?,1390155574,1390155574,2,2,
(Did)n't she swim?,1386847371,1386847371,3,2,
(Didn't) you(tu) know her ?,1391503394,1391503394,1,1,
(Didn't) you(tu) know her?,1391618207,1391618207,1,1,
(Do) I/We have any money ?,1390155574,1384082664,2,1,
(Do) Would you(tu) have liked to come with me?,1385076180,1380112108,4,1,
(Do) You want to offer them to them?,1390155574,1390155574,2,2,
(Do) will you(tu) help to clear the table?,0,1380725590,1,1,
(Do) you believe me guilty?,1385731996,1385731996,1,1,
(Do) you have enough time?,1390167243,1390167243,2,2,
(Do) you know who nabbed your handbag (from you?),1385129937,0,1,0,
(Do) you live in the area?,1389788913,1389788913,1,1,
(Do) you recall that of which I spoke to you?,1390168290,1382792231,2,1,
(Do) you see that I'm right?,1388527364,1388527364,1,1,
(Do) you want some sugar ?,1390167243,1390167243,2,2,
(Do) you want some sugar ? - I don't take sugar,1390167243,1390167243,2,2,
(Do) you want some sugar ? I don't take sugar,1381735869,1381735869,4,4,
(Do) you want some?,1390491659,1390491659,2,2,
(Do) you(t) have a pen?,1390155574,1390155574,2,2,
(Do) you(tu) know her?,1391503394,1391503394,1,1,
(Do) you(tu) know if he's right?,1409261544,1409261544,4,3,
(Do) you(tu) know if the debate is finished?,1387467163,0,2,0,
(Do) you(tu) know of what it consists of ?,1381001162,1377866685,2,1,
(Do) you(tu) know of what it consists of?,1386525610,0,1,0,
(Do) you(tu) like tennis ?,1390136457,1390136457,2,2,
(Do) you(tu) never wash your hands?,1390155574,1384084502,2,1,
(Do) you(tu) not want to eat it?,1386514741,1386514741,1,1,
(Do) you(tu) not want to eat?,1390491659,1390491659,2,2,
(Do) you(tu) not want to shower?,1386171518,1386171518,1,1,
(Do) you(tu) promise me to study?,1384084502,1384084502,1,1,
(Do) you(tu) promise to study?,1384084681,1384084681,2,1,
(Do) you(tu) think I must leave?,1388963557,1388963557,1,1,
(Do) you(tu) think he sells strawberries?,1386525610,0,1,0,
(Do) you(tu) think it's true?,1388526043,1388526043,1,1,
(Do) you(tu) want a vanilla ice-cream ?,1411418483,1381303092,2,1,
(Do) you(tu) want some?,1390491659,1384098094,2,1,
(Do) you(tu) want to come with us?,1408187646,1408187646,2,2,
(Do) you(tu) want to eat it?,1389358304,1389358304,3,1,
(Do) you(tu) want to eat?,1384085749,1384085749,1,1,
(Do) you(tu) want to help to clear the table?,1387378985,1387378985,2,1,
(Do) you(tu) want to shower?,1390491659,1390491659,2,2,
(Does) (Any)one speak German here?,1390155574,1390155574,2,2,
(Does) he likes tennis ?,1429478545,1386847371,4,2,
(Does) she do gymnastics?,1390778256,1390778256,3,3,
(Does) she do gymnastics? - She doesn't do gymnastics,1390167243,1390167243,2,2,
(Does) she do gymnastics? She doesn't do gymnastics,0,1377552600,4,2,
(Does) she work here ?,1386171518,1386171518,2,2,
(Don't) you(tu) know her ?,1416766939,1391950339,2,1,
(Don't) you(tu) know her?,1391344098,1391344098,1,1,
(Don't) you(tu) want to leave?,1390136457,1390136457,3,3,
(Has) she not a suggestion?,1386199385,1386199385,1,1,
(Have) you found that which you need?,1405200191,1405200191,1,1,
(Have) you(tu) eaten enough cake ?,1408187646,1408187646,2,2,
(Have) you(tu) seen my new car?,1408187646,1408187646,2,2,
(How) can you(tu) moon while driving?,1386545545,1386545545,1,1,
(How) did I contract |the illness|?,1390579035,1388067986,2,1,
(How) do you feel?,1385931238,1385931238,1,1,
(I)try\;(you)try\;(he)tries\;(we)try\;(you)try\;(they)try,0,1378714124,6,5,
(Is it necessary) for you(tu) to be so hostile ?,1385472818,1385472818,1,1,
(Is) he having fun?,1416766939,1416766939,2,2,
(Is) he not shaving?,1390155574,1390155574,2,2,
(Is) he shaving?,1423517428,1423517428,3,3,
(Is) he washing his face?,1403906361,1403906361,3,2,
(Is) he washing his face? - (Is) he washing |his face|?,1387538254,1387538254,1,1,
(Is) he washing |his face|?,1387538254,1387538254,1,1,
(Is) the Dominion angry?,1390579035,1390579035,2,2,
(Is) there a cat?,1390155574,1390155574,2,2,
(Is) there some butter on the table?,1390167243,1384608304,2,1,
(It is not necessary) that you raise your hand,1385310078,1385310078,3,2,
(That) He goes,0,1377691758,3,3,
(That) He have,0,1377097865,7,3,
(That) He sees,0,1378719531,4,4,
(That) He wants,0,1379675764,3,3,
(That) I go,0,1378719879,3,3,
(That) I have,0,1379887729,4,4,
(That) I see,1381212996,1381212996,6,6,
(That) I want,0,1380782677,3,3,
(That) It is necessary ...,1385309674,1385309674,5,2,
(That) They go,0,1377367383,3,2,
(That) They have,0,1377367383,2,2,
(That) They see,0,1377524677,2,2,
(That) They want,0,1379313838,5,4,
(That) We go,0,1379021639,4,4,
(That) We have,1381212996,1381212996,3,3,
(That) We see,0,1380539942,4,4,
(That) We want,1380952479,1380952479,4,4,
(That) You go,0,1377243104,2,2,
(That) You have,0,1377034655,3,2,
(That) You see,0,1377524677,3,3,
(That) You want,0,1377374550,5,3,
(That) You(tu) go,0,1376862491,3,2,
(That) You(tu) have,1380952019,1380952019,3,3,
(That) You(tu) see,0,1377081759,4,4,
(That) You(tu) want,0,1380628120,7,5,
(Unspecified)People say that the man is crazy,1416766939,1416766939,2,1,
(We) Have pride in our work,1385731996,0,1,0,
(We) connaitre\;(you) connaitre\;(they) connaitre,0,1377500982,2,1,
(What)'s he called?,1390579035,1390579035,2,2,
(What)'s he called? - (What)'s she called?,1387126432,1387126432,1,1,
(What)'s she called?,1387126432,1387126432,1,1,
(Where) is my box of chocolates?,1414956788,1387127363,2,1,
(Where) is there a plug so that I can recharge my mobile?,1399238497,0,1,0,
(Why) were the Romulans wanting you(pl) dead?,1386506806,1386506806,1,1,
(Why) would the Romulans want you dead?,1386506435,1386506435,1,1,
(Why) would the Romulans want your death?,1386522675,1386522675,1,1,
(Why) would the Romulans want your death? - (Why) were the Romulans wanting you(pl) dead?,1386928469,0,1,0,
(Why) would they destroy that ship ?,1386506435,0,1,0,
(Why) would they destroy that ship?,1386506806,1386506806,1,1,
(Why) would they have destroyed that ship ? - (Why) would they destroy that ship ?,1386506435,1386506435,1,1,
(Why) would they have destroyed that ship?,1390632624,1386506806,2,1,
(Why) would they have destroyed that ship? - (Why) would they destroy that ship?,1386506806,1386506806,1,1,
(Will) we not continue to work?,1384789809,0,1,0,
(d.) Stamps are sold here,1391354882,1391354882,1,1,
(d.) Stamps are sold here - (expr.) Stamps are sold here,1391277780,1391277780,1,1,
(d.) The trees were cut,1391270955,1391270955,1,1,
(d.) The trees were cut - The trees were cut,1399238497,1399238497,2,1,
(d./i.) I allowed John to eat,0,1376744821,1,1,
(expr.) Hands off!,1389871837,0,2,0,
(expr.) It would be better...,1385323924,1385323924,1,1,
(expr.) It would be better/preferable...,1382201629,1382201629,3,3,
(expr.) It would be preferable...,1385309421,1385309421,1,1,
(expr.) It would have been better...,1385309421,1385309421,1,1,
(expr.) It would have been better/preferable...,1385239757,1380112108,2,1,
(expr.) It would have been preferable...,1385318840,1385318840,1,1,
(expr.) Probably a good thing,1385324243,1385324243,1,1,
(expr.) Stamps are sold here,1391503394,1391503394,1,1,
(expr.) That isn't done,1392285885,1392285885,1,1,
(expr.) That isn't said,1392588230,1392588230,1,1,
(expr.) after a while,1392207696,1392207696,1,1,
(falloir) Do not eat while running,1408738224,1408738224,1,1,
(falloir) Elle doit aider les enfants,0,1380635758,1,1,
(falloir) I will have to do it,1385398081,1380526664,6,2,
(falloir) Ils doivent suivre les traditions,1408738224,1408738224,4,2,
(falloir) Je dois attendre,1408187646,1381273444,4,3,
(falloir) Je dois demander au prof,0,1380636035,1,1,
(falloir) Je dois paraitre calme,1384415242,1384415242,1,1,
(falloir) Je dois paraître calme,0,1380637562,1,1,
(falloir) Nous devons nous rencontrer,1384626573,1384626573,2,2,
(falloir) Nous devons écouter les jeunes,1384175197,1384175197,2,2,
(falloir) On doit soigner les malades,0,0,1,0,
(falloir) Tu dois écrire la lettre,1390829838,1390829838,2,2,
(falloir) Vous devez travailler,1409261544,1409261544,3,3,
(informal) We've been waiting for two hours,1385914024,1385914024,1,1,
(no) as a matter of fact,1386597376,1386597376,1,1,
(no) in fact,1390826014,1390826014,3,2,
(passive) The cat drank the milk,1391618207,1391618207,1,1,
(passive) The cat drank the milk - (active) The cat drank the milk,1393622703,1393622703,1,1,
(refl.) These products can be bought at the supermarket,1409261544,1409261544,1,1,
(sujb.) avant que +|-|?,0,1379601385,2,2,
(sujb.) pendant que +|-|?,0,1378633586,1,1,
(sujb.) voir que +|-|?,0,1378675953,2,1,
(sujb.) vouloir que +|-|?,0,1378633586,1,1,
(tu)  relax!,0,1378068508,2,1,
(tu) Be careful! The rifle could misfire,0,1377808669,4,2,
(tu) Bring a jacket\; just in case,1470433522,0,2,0,
(tu) Bring an umbrella\; (just) in case it rains,1391618207,0,1,0,
(tu) Buy some!,1405200191,1381475934,5,2,
(tu) Call him back,1382963188,1382963188,2,2,
(tu) Call me this evening,1387321987,1387321987,6,6,
(tu) Clear-off!,1382978094,1382978094,2,2,
(tu) Concentrate!,1389871837,1389871837,2,1,
(tu) Do it\; otherwise you can't go out tonight,1384597632,1384597632,5,4,
(tu) Don't finish !,1387525267,1387525267,9,8,
(tu) Don't finish it !,1387321987,1387321987,6,5,
(tu) Don't sulk!,1382274856,1382274856,1,1,
(tu) Don't you rush !,1390136457,1390136457,5,5,
(tu) Dont't forget to phone |Jill|!,1399145595,1399145595,2,1,
(tu) Drop it (expr.),1385310078,1385310078,1,1,
(tu) Finish it!,1387126432,1387126432,4,4,
(tu) First\; put it in the garden,1385129937,1385129937,1,1,
(tu) Forget it (expr.),1385902003,1385902003,1,1,
(tu) Forgot me - Don't forget me,1381839509,1381839509,2,2,
(tu) Get up !,1390491659,1390491659,9,5,
(tu) Give him some !,1387321987,1387321987,9,5,
(tu) Give it to me !,1387126432,1387126432,6,6,
(tu) Hurry up! We are going to be late,1385729826,0,1,0,
(tu) It's not easy to look after us,1406834080,1406834080,1,1,
(tu) Leave some for the others,1405200191,1405200191,6,5,
(tu) Never mind,1382978094,1382978094,4,2,
(tu) Pay attention to them,1385129937,0,1,0,
(tu) Pay attention! The rifle could misfire,1385190196,1385190196,1,1,
(tu) Remind me of my role,1382912466,1382912466,3,3,
(tu) Send it to us !,1387525267,1381735869,8,4,
(tu) Stop playing/fooling around!,1384772156,1384772156,3,3,
(tu) Take your elbows off the table,1384171680,1384171680,5,3,
(tu) Tell him!,1388067986,1388067986,2,2,
(tu) Tell it to him!,1387525267,1382260201,2,1,
(tu) Tell it!,1390136457,1390136457,2,2,
(tu) Tell me !,1385046759,1385046759,5,5,
(tu) Tell me that,1390155574,1390155574,2,2,
(tu) Tell them that,1390155574,1384079124,3,1,
(tu) Tell us that,1390155574,1390155574,2,2,
(tu) Think about it!,1382973077,1382973077,4,4,
(tu) Watch out\; you're going to get yourself dismissed,1387321987,1387321987,2,2,
(tu) You can take care/handle it ?,1434319950,1434319950,6,3,
(tu) You don't start yet,1382543287,1382543287,7,6,
(tu) You said you were running the company,1383433409,1377367383,6,2,
(tu) You're wrong,1387321987,1387321987,5,5,
(tu) relax!,1382274856,1379714824,2,1,
(tu)) Did you dress yourself (by yourself) ?,0,1376744821,1,1,
(tu)Don't even think about it,1414268149,1414268149,1,1,
(tu)Don't forget me,1390136457,1390136457,2,2,
(tu)Don't tell her nonsense,1385302862,1385302862,2,2,
(tu)Forget me,1390157796,1390157796,1,1,
(tu)Forget me - (tu)Don't forget me,1390157796,1390157796,1,1,
(tu)Forgot me,1384074980,1384074980,1,1,
(tu)Forgot me - (tu)Don't forget me,1390136457,1390136457,2,2,
(tu)Have confidence !,1384773045,1384773045,2,2,
(tu)Pay attention to them,0,1379085154,2,2,
(tu)Tell him!,0,1380535623,3,3,
(tu)Tell it to him!,0,1379871427,1,1,
(tu)Tell it!,1381662583,1381662583,4,4,
(v\;) to measure,1384725252,1384725252,1,1,
(v.)  to refresh (as in details),1387321987,1387321987,6,6,
(v.) belongs to,1384725252,1384725252,3,2,
(v.) can't wait for,1382201629,1379880403,4,1,
(v.) cry,1383483260,1383483260,3,2,
(v.) décevoir,1388527364,1388527364,1,1,
(v.) failed (inf.),0,1380624617,2,2,
(v.) increase,1386928733,1386928733,1,1,
(v.) makes oneself become,0,1377604562,1,1,
(v.) makes oneself become (eg: feeling),1382978094,1380027923,2,1,
(v.) miss (inf.),1381234578,1381234578,2,2,
(v.) rain,1382219473,1382219473,5,4,
(v.) reroute,1385592623,1385592623,1,1,
(v.) to administer,1382963188,1382963188,4,3,
(v.) to almost do something,1387292833,1387292833,5,5,
(v.) to annihilate,1387004664,1387004664,1,1,
(v.) to answer,1383219387,1383219387,5,5,
(v.) to anticipate,1386525610,1386525610,2,1,
(v.) to apologise,1382201629,1377501539,3,1,
(v.) to ask,1383221715,1383221715,2,2,
(v.) to ask a question,1385038333,1385038333,1,1,
(v.) to ask oneself,1383218816,1383218816,2,2,
(v.) to ask to see someone,1424988575,1424988575,4,4,
(v.) to attain,1385398081,1385398081,1,1,
(v.) to attempt,1383483260,1383483260,3,3,
(v.) to attend,1384176098,1384176098,1,1,
(v.) to await,1381833344,1381833344,2,2,
(v.) to bat an eyelid,1386537424,1386537424,2,1,
(v.) to be aware,1383075265,1383075265,3,3,
(v.) to be called,1384173812,1384173812,5,4,
(v.) to be enough,1384725252,1384725252,6,6,
(v.) to be important,1382711531,1382711531,4,4,
(v.) to be necessary,0,1380691860,4,4,
(v.) to be possible,0,1378069629,3,2,
(v.) to be unaware of,1387321987,1387321987,3,3,
(v.) to be worried,1390168851,1390168851,4,4,
(v.) to be worth,1385318840,1385318840,3,3,
(v.) to borrow,1384714718,1377168697,4,2,
(v.) to brighten,1383221715,1383221715,3,3,
(v.) to bring (a person),1384762862,1384762862,1,1,
(v.) to call,1387321987,1387321987,4,4,
(v.) to call back,1384158088,1384158088,3,3,
(v.) to care of,1383483260,1383483260,2,2,
(v.) to catch sight of,1386525610,1386525610,1,1,
(v.) to catch up to (target),1385472818,1385472818,1,1,
(v.) to collide,1383433409,1383433409,3,3,
(v.) to come across,1385038333,1377010434,2,1,
(v.) to constrain,1382349495,1382349495,4,4,
(v.) to continue (eg: meeting),1388252266,1381321689,2,1,
(v.) to cook,1384725252,1384725252,3,2,
(v.) to crunch,1384586033,1384586033,1,1,
(v.) to deal with,1383910285,1383910285,2,2,
(v.) to decide,1383487151,1383487151,2,2,
(v.) to decide to ...,1382040010,1382040010,2,2,
(v.) to disappoint,1439066644,1439066644,3,1,
(v.) to disappoint - (v.) décevoir,1388963204,1388963204,1,1,
(v.) to divert,1385592623,1385592623,1,1,
(v.) to dread,1386525610,1386525610,2,1,
(v.) to drive crazy,1393622703,1393622703,1,1,
(v.) to exhaust,1382903594,1382903594,2,2,
(v.) to expect,1384710415,1384710415,3,3,
(v.) to fail,1385318840,1378069844,4,3,
(v.) to fear,1384772156,1384772156,1,1,
(v.) to fill,1424559205,1424559205,4,4,
(v.) to fill in,1387051611,1387051611,4,3,
(v.) to flee,1382274856,1382274856,4,4,
(v.) to forecast,1390809260,0,1,0,
(v.) to foresee,1385129937,1385129937,1,1,
(v.) to fulfill,1382040010,1382040010,3,3,
(v.) to gain access,1385309421,1385309421,1,1,
(v.) to get addicted,1387051611,1387051611,5,3,
(v.) to get angry,1383853122,1383853122,3,3,
(v.) to give a lift,1383219387,1383219387,1,1,
(v.) to glimpse,1391505133,0,2,0,
(v.) to go through,1387467402,1387467402,3,3,
(v.) to grant (permission),1385243823,1385243823,1,1,
(v.) to handle,1382201629,1378535106,2,1,
(v.) to happen,1384176098,1378306890,2,1,
(v.) to hasten,1386522675,1386522675,3,3,
(v.) to have a discussion (with someone),1382370865,1380382335,4,2,
(v.) to have a great time,1383482497,1383482497,1,1,
(v.) to help to ...,1387134227,1387134227,4,4,
(v.) to hijack,1385593011,1385593011,1,1,
(v.) to hope,1387051611,1381049334,5,4,
(v.) to improve,1382912466,1378069496,4,2,
(v.) to inhale,1384725252,1384725252,1,1,
(v.) to keep busy,1384416073,1384416073,2,2,
(v.) to lead,1384586033,1384586033,1,1,
(v.) to learn to ...,1384953471,1384953471,4,4,
(v.) to lend,1387321987,1387321987,4,4,
(v.) to light up,1387467402,1387467402,4,4,
(v.) to listen to ...,1385129937,1385129937,4,3,
(v.) to long for,1391421687,1391421687,3,1,
(v.) to make one's mind up,1424559205,1424559205,4,3,
(v.) to make provisions for,1385283460,0,1,0,
(v.) to make use of ...,1424988575,1381271012,6,4,
(v.) to manage,1382259543,1382259543,3,3,
(v.) to matter,1384157558,1384157558,4,3,
(v.) to measure,1383039028,1383039028,3,3,
(v.) to meet,1400531415,1400531415,4,3,
(v.) to mess up,1383511767,1383511767,4,2,
(v.) to misfire,1383778388,1383778388,5,5,
(v.) to mislay,1382222831,1382222831,5,5,
(v.) to mislead,1387292833,1387292833,6,6,
(v.) to miss (eg: a shot),1420317803,1420317803,4,4,
(v.) to move home,1439066644,1439066644,3,1,
(v.) to move in (to a new home),1391421500,1391421500,2,1,
(v.) to move out (eg: apartment),1385115275,1385115275,1,1,
(v.) to notice,1383206017,1383206017,2,2,
(v.) to overwhelm,1400531415,1400531415,2,2,
(v.) to park,1383738365,1383738365,4,4,
(v.) to permit,1382274856,1382274856,3,3,
(v.) to place,1390168851,1390168851,8,8,
(v.) to play,1383482497,1383482497,4,4,
(v.) to play a game or sport,1383509276,1383509276,3,3,
(v.) to play an instrument,1383039028,1383039028,4,3,
(v.) to pour,1382370865,1380122793,4,3,
(v.) to prevent,1388252266,1388252266,5,5,
(v.) to pull a face,1385323924,1385323924,1,1,
(v.) to put,1383855990,1383855990,4,4,
(v.) to put down,1384725252,1384725252,1,1,
(v.) to reach (goal),1385471940,1385471940,1,1,
(v.) to realise,1387321987,1387321987,4,3,
(v.) to realise/to be aware,0,1377461233,1,1,
(v.) to recall,1387321987,1387321987,7,6,
(v.) to recieve - (v.pp) to recieve,1385323924,1385323924,1,1,
(v.) to remind,1384333379,1384333379,8,4,
(v.) to reply,1381821062,1381821062,6,6,
(v.) to resume,1388252266,1388252266,2,2,
(v.) to return (item),1424559205,1424559205,5,5,
(v.) to rip up,1423517428,1423517428,6,6,
(v.) to scout out/survey,1439149751,0,2,0,
(v.) to scram\;clear-off,1385129937,1377177719,3,1,
(v.) to seem,1387467402,1387467402,3,3,
(v.) to set,1383807668,1383807668,4,4,
(v.) to shake (off/up),1423517428,1383376802,3,2,
(v.) to sit for (exam/test),1387321987,1387321987,4,4,
(v.) to slacken,0,1380144651,2,2,
(v.) to slow down,1382201629,1382201629,4,4,
(v.) to solve,1394397273,1394397273,1,1,
(v.) to solve - (v.pp) to solve,1398623100,0,2,0,
(v.) to spend time,1424559205,1424559205,4,4,
(v.) to stagger/shift,1384164385,1384164385,1,1,
(v.) to stop carrying,1384905847,1384905847,1,1,
(v.) to suck up,1398747987,0,2,0,
(v.) to suffice,1387467402,1387467402,4,4,
(v.) to suffocate,1388252266,1388252266,5,5,
(v.) to surrender,1384725252,1384725252,2,2,
(v.) to swing,1384557321,1384557321,1,1,
(v.) to sympathise,1383731967,1380382335,3,2,
(v.) to take out/away,1386611211,0,2,0,
(v.) to take place,1383433409,1378562969,2,1,
(v.) to tame (animal),1383722195,1383722195,1,1,
(v.) to taunt,1407475275,0,3,0,
(v.) to tear up,1385309674,1385309674,3,3,
(v.) to tease,1390074799,1390074799,1,1,
(v.) to tempt,1382705450,1382705450,2,2,
(v.) to toss away/discard,1384905847,1384905847,1,1,
(v.) to train (animal),1385283460,1385283460,1,1,
(v.) to trick,1388252266,0,1,0,
(v.) to unfold (events),1385115275,1385115275,3,3,
(v.) to unroll,1385118475,1385118475,1,1,
(v.) to update,1382001428,1382001428,6,6,
(v.) to verify,1387467402,1381212996,4,2,
(v.) to wait for,1385292519,1385292519,3,3,
(v.) to warn,1439066644,0,3,0,
(v.) to wear,1382219473,1382219473,4,4,
(v.) to wear out,1383433409,1383433409,3,2,
(v.) to wipe down,1382969121,1377009504,4,2,
(v.) to wipe out,1390168851,0,2,0,
(v.) to wonder,1387321987,1387321987,3,3,
(v.) to worry,1384715520,1384715520,3,3,
(v.pp) atteindre,1385398081,1385398081,1,1,
(v.pp) cry,1383487151,1383487151,3,2,
(v.pp) to call,1383206017,1383206017,5,5,
(v.pp) to promise,1384171680,1384171680,2,2,
(v.pp) to solve,1393624016,1393624016,1,1,
(v.pp) to write,1382973077,1382973077,4,4,
(verb) to overwhelm,1382349495,1382349495,4,3,
(verb) to pay into (account etc),1384710195,1384710195,3,3,
***Since*** it was his mistake\; he helped me,0,1377067932,2,2,
***mostly*** great,1380952715,1380952715,4,3,
*He* also wants to come,1383910285,1383910285,1,1,
*That* can/could happen to anyone,1391270955,1391270955,1,1,
*That* day\; do you(tu) remember it?,0,1377844298,1,1,
*That* day\; you(tu) remember it?,1405200191,1405200191,2,2,
*That* has to go in the kitchen,1382702955,1377585846,3,1,
*That* hurts (me),1391421500,1391421500,1,1,
*That* isn't said,1387538682,1387538682,1,1,
*That* leaves me perplexed,1387134227,1387134227,1,1,
*That* made me think,1391355568,0,1,0,
*That* makes me happy,1391503394,1391503394,3,2,
*That* one (bike),1384172317,1384172317,3,3,
*That* one (jacket),1382708300,1382708300,4,4,
*That* one (jacket) - *This* one (jacket),1385474375,1385474375,1,1,
*That* painting is very pretty,1385047157,1385047157,2,2,
*That* pleases me,1384779672,1384779672,1,1,
*That* was bound to happen (expr.),1386939960,0,1,0,
*That* will never happen to me again!,1399145595,0,2,0,
*These* ones (books),1384771798,1384771798,4,4,
*These* ones (books) - *Those* ones (books),1385474375,1385474375,1,1,
*These* ones (cars),1382708300,1382708300,4,4,
*They* also want to come,1383433409,1378911720,2,1,
*They* also want to come - *He* also wants to come,1385472818,1385472818,1,1,
*This* book is very interesting,1385046759,1385046759,2,2,
*This* can help us,1384070860,1384070860,3,3,
*This* car is my one and *that* one is your one,0,1377808669,1,1,
*This* car is my one and that one is your(tu) one,1382108375,1378659920,3,1,
*This* is going to be easy,1382296158,1382296158,2,2,
*This* one (bike),1419727497,1381616174,4,3,
*This* one (bike) - *That* one (bike),1385474375,0,1,0,
*This* one (jacket),1382969121,1382969121,3,3,
*This* time\; not even their Emissary will be able to save them!,1385794186,0,1,0,
*This* |joke| is crazy - could you(tu) re-tell me it from the start,1384186398,1379880674,3,1,
*Those* ones (books),1384415242,1384415242,5,5,
*Those* ones (cars),1382686203,1382686203,5,5,
*Those* ones (cars) - *These* ones (cars),1385474375,1385474375,1,1,
*just how* (eg: You see just how tired I am),1385794186,1385794186,1,1,
*that*,1388252266,1388252266,3,3,
*that* month,1383731967,1383731967,1,1,
*this*,1382127305,1382127305,3,3,
*this* month,1384164385,1384164385,4,4,
... and (to)escape through the sewers,1390168290,1390168290,4,3,
... as soon as ...,1424559205,1381662583,5,4,
... by bike,1424559205,1424559205,6,5,
... by car,1387051611,1387051611,6,5,
... by foot,1383219387,1383219387,4,4,
... by hovercraft,1424989631,1424989631,5,5,
... by train,1381938184,1381938184,5,5,
... so that you(tu) can go to a good university,1408187646,1381572816,4,2,
... so that your(tu) teeth will be cleaner,1384775446,1384775446,4,3,
... some + noun(f),1390579522,1390579522,3,2,
... some + noun(f.pl),1387321987,1387321987,2,2,
... some + noun(m),1414956788,1414956788,3,2,
... some + noun(m.pl),1390167243,1390167243,2,2,
... some + vowel + noun(f),1390167243,1390167243,2,2,
... some + vowel + noun(m),1390167243,1384616324,2,1,
... up until the guilty person makes himself known,1409261544,1381922914,5,3,
...that you(tu) will ever have,1382349495,1382349495,6,4,
