truc,1390143219,1390143219,4,4,
trucs,0,0,1,1,
tuyau,1430458765,1430458765,8,6,
tuyaux,1427059419,1427059419,5,5,
téléphone,1433796932,1433796932,11,10,
téléphones,0,1379570765,2,2,
télévision,1390143446,1390143446,8,6,
télévisions,0,1377927802,2,2,
tête,1386531357,1386531357,5,2,
têtes,0,0,3,1,
usine,1393785622,1393785622,2,1,
vacance,0,0,1,0,
vacances,1389989440,1389989440,7,5,
vaisselle,0,0,7,2,
vaisselles,0,0,2,0,
valeur,1433796932,1433796932,9,9,
valise,1429468216,1429468216,17,13,
valises,0,0,2,1,
vase,1433796932,1427059419,14,13,
veille,1389872096,1389872096,1,1,
verre,1442348974,1442348974,15,14,
verres,0,0,2,2,
veste,1383551066,1383551066,3,2,
vestes,0,0,1,1,
vestiaire,1407357827,1407357827,10,3,
viande,1384811865,1384811865,1,1,
vidéo,1403471395,1403471395,7,2,
vie,1389989440,1389989440,4,4,
vies,0,0,1,1,
ville,1390221747,1390221747,6,5,
villes,0,0,1,1,
vin,1390221747,1390221747,4,4,
violence,1383818188,1383818188,1,1,
violon,1391597115,1391597115,1,1,
virgule,1390221386,1390221386,3,3,
virgules,0,1380524624,1,1,
vis,1390143219,1390143219,5,5,
visa,1430458765,1430458765,4,3,
visage,1429468216,1429468216,8,6,
visages,0,0,2,1,
visas,0,1376641568,1,1,
visite,1389872096,1389872096,1,1,
voiture,1389989440,1389989440,3,3,
voitures,0,1379570765,2,2,
volet,1390143446,1390143446,4,4,
volets,0,0,3,2,
végétation,1383517571,1383517571,1,1,
vélo,1390221386,1390221386,4,4,
vélos,0,1380487868,3,3,
vêtement,1390141237,1390141237,4,4,
vêtements,0,0,1,1,
yeux,1383334406,1383334406,5,4,
âge,0,0,5,3,
âne,1442348974,0,1,0,
écartement,1403471395,1403471395,7,2,
échappatoire,1386229526,1386229526,2,1,
écharpe,1390141237,1390141237,5,5,
écharpes,0,1379917168,2,1,
échelle,1408204503,1408204503,4,4,
échelles,0,1380103560,2,2,
échéance,1433796932,0,16,0,
école,1390140874,1390140874,5,5,
écoles,0,1380435420,2,2,
église,1390221386,1390221386,5,5,
églises,0,1379918128,2,2,
électricité,1387135668,1387135668,3,3,
énergie,1393785622,1393785622,1,1,
épaule,1387136134,1387136134,7,3,
épaules,0,0,1,1,
épinard,1423425878,1423425878,4,3,
équipe,1384811865,1384811865,1,1,
évier,1387053329,1387053329,4,3,
éviers,0,1380103910,2,2,
événement,1427059419,1427059419,2,2,
événements,0,0,2,0,
